Airline,AirportFrom,AirportTo,total_flights,delayed_flights,delay_rate
CO,IAH,BOS,156,92,0.5897435897435898
CO,IAH,BWI,141,66,0.46808510638297873
CO,IAH,CLE,182,100,0.5494505494505495
CO,IAH,CLT,40,10,0.25
CO,IAH,CMH,50,22,0.44
CO,IAH,DCA,228,116,0.5087719298245614
CO,IAH,DEN,222,192,0.8648648648648649
CO,IAH,DFW,93,32,0.34408602150537637
CO,IAH,DTW,123,68,0.5528455284552846
CO,IAH,EGE,16,16,1.0
CO,IAH,EWR,340,238,0.7
CO,IAH,FLL,150,111,0.74
CO,IAH,GUC,16,13,0.8125
CO,IAH,HDN,16,14,0.875
CO,IAH,HNL,47,41,0.8723404255319149
CO,IAH,IND,40,20,0.5
CO,IAH,LAS,211,141,0.6682464454976303
CO,IAH,LAX,329,282,0.8571428571428571
CO,IAH,LGA,234,143,0.6111111111111112
CO,IAH,MCI,14,8,0.5714285714285714
CO,IAH,MCO,183,152,0.8306010928961749
CO,IAH,MFE,105,41,0.3904761904761905
CO,IAH,MIA,133,84,0.631578947368421
CO,IAH,MSP,31,18,0.5806451612903226
CO,IAH,MSY,292,131,0.4486301369863014
CO,IAH,MTJ,16,9,0.5625
CO,IAH,OKC,30,8,0.26666666666666666
CO,IAH,OMA,31,15,0.4838709677419355
CO,IAH,ONT,91,65,0.7142857142857143
CO,IAH,ORD,280,196,0.7
CO,IAH,PBI,47,32,0.6808510638297872
CO,IAH,PDX,109,84,0.7706422018348624
CO,IAH,PHL,144,100,0.6944444444444444
CO,IAH,PHX,150,117,0.78
CO,IAH,PIT,70,29,0.4142857142857143
CO,IAH,RDU,60,47,0.7833333333333333
CO,IAH,RSW,60,37,0.6166666666666667
CO,IAH,SAN,205,160,0.7804878048780488
CO,IAH,SAT,226,131,0.5796460176991151
CO,IAH,SEA,199,172,0.864321608040201
CO,IAH,SFO,198,179,0.9040404040404041
CO,IAH,SJC,77,55,0.7142857142857143
CO,IAH,SJU,35,31,0.8857142857142857
CO,IAH,SLC,108,72,0.6666666666666666
CO,IAH,SMF,91,61,0.6703296703296703
CO,IAH,SNA,140,86,0.6142857142857143
CO,IAH,TPA,150,90,0.6
CO,IAH,TUL,25,6,0.24
CO,IAH,TUS,52,33,0.6346153846153846
CO,IND,IAH,41,12,0.2926829268292683
CO,JAX,EWR,11,3,0.2727272727272727
CO,LAS,CLE,82,38,0.4634146341463415
CO,LAS,EWR,120,63,0.525
CO,LAS,IAH,212,89,0.419811320754717
CO,LAX,CLE,90,77,0.8555555555555555
CO,LAX,EWR,209,157,0.7511961722488039
CO,LAX,HNL,62,47,0.7580645161290323
CO,LAX,IAH,328,270,0.823170731707317
CO,LAX,OGG,26,24,0.9230769230769231
CO,LGA,CLE,37,19,0.5135135135135135
CO,LGA,IAH,232,140,0.603448275862069
CO,MCI,IAH,15,3,0.2
CO,MCO,CLE,91,38,0.4175824175824176
CO,MCO,EWR,252,134,0.5317460317460317
CO,MCO,IAH,183,103,0.5628415300546448
CO,MFE,IAH,105,28,0.26666666666666666
CO,MIA,EWR,146,73,0.5
CO,MIA,IAH,132,68,0.5151515151515151
CO,MSP,IAH,31,13,0.41935483870967744
CO,MSY,EWR,57,30,0.5263157894736842
CO,MSY,IAH,291,101,0.3470790378006873
CO,MTJ,EWR,2,0,0.0
CO,MTJ,IAH,16,9,0.5625
CO,OGG,LAX,26,15,0.5769230769230769
CO,OGG,SNA,16,6,0.375
CO,OKC,IAH,30,1,0.03333333333333333
CO,OMA,IAH,31,20,0.6451612903225806
CO,ONT,IAH,92,25,0.2717391304347826
CO,ORD,EWR,194,114,0.5876288659793815
CO,ORD,IAH,279,209,0.7491039426523297
CO,PBI,CLE,16,4,0.25
CO,PBI,EWR,177,72,0.4067796610169492
CO,PBI,IAH,47,14,0.2978723404255319
CO,PDX,EWR,60,23,0.38333333333333336
CO,PDX,IAH,109,61,0.5596330275229358
CO,PHL,IAH,144,95,0.6597222222222222
CO,PHX,CLE,72,32,0.4444444444444444
CO,PHX,EWR,107,39,0.3644859813084112
CO,PHX,IAH,150,65,0.43333333333333335
CO,PIT,IAH,71,51,0.7183098591549296
CO,RDU,EWR,14,12,0.8571428571428571
CO,RDU,IAH,60,27,0.45
CO,RSW,CLE,46,14,0.30434782608695654
CO,RSW,EWR,107,48,0.4485981308411215
CO,RSW,IAH,60,14,0.23333333333333334
CO,SAN,CLE,14,8,0.5714285714285714
CO,SAN,EWR,108,69,0.6388888888888888
CO,SAN,IAH,204,126,0.6176470588235294
CO,SAT,EWR,57,24,0.42105263157894735
CO,SAT,IAH,226,88,0.3893805309734513
CO,SEA,ANC,78,48,0.6153846153846154
CO,SEA,CLE,14,3,0.21428571428571427
CO,SEA,EWR,107,54,0.5046728971962616
CO,SEA,IAH,197,103,0.5228426395939086
CO,SFO,CLE,43,33,0.7674418604651163
CO,SFO,EWR,166,109,0.6566265060240963
CO,SFO,IAH,200,168,0.84
CO,SJC,IAH,76,36,0.47368421052631576
CO,SJU,CLE,6,3,0.5
CO,SJU,EWR,62,32,0.5161290322580645
CO,SJU,IAH,35,27,0.7714285714285715
CO,SLC,IAH,107,49,0.45794392523364486
CO,SMF,IAH,91,62,0.6813186813186813
CO,SNA,EWR,83,56,0.6746987951807228
CO,SNA,HNL,31,18,0.5806451612903226
CO,SNA,IAH,136,98,0.7205882352941176
CO,SNA,OGG,16,6,0.375
CO,STT,EWR,24,13,0.5416666666666666
CO,TPA,CLE,57,16,0.2807017543859649
CO,TPA,EWR,169,87,0.514792899408284
CO,TPA,IAH,150,48,0.32
CO,TUL,IAH,26,4,0.15384615384615385
CO,TUS,IAH,51,12,0.23529411764705882
DL,ABQ,ATL,75,22,0.29333333333333333
DL,ABQ,MSP,44,23,0.5227272727272727
DL,ALB,ATL,29,15,0.5172413793103449
DL,ANC,MSP,32,8,0.25
DL,ANC,SLC,30,5,0.16666666666666666
DL,ATL,ABQ,74,38,0.5135135135135135
DL,ATL,ALB,29,12,0.41379310344827586
DL,ATL,AUS,164,65,0.39634146341463417
DL,ATL,BDL,179,66,0.3687150837988827
DL,ATL,BHM,83,48,0.5783132530120482
DL,ATL,BNA,117,50,0.42735042735042733
DL,ATL,BOS,330,136,0.4121212121212121
DL,ATL,BUF,150,49,0.32666666666666666
DL,ATL,BWI,327,102,0.3119266055045872
DL,ATL,BZN,13,5,0.38461538461538464
DL,ATL,CAE,31,8,0.25806451612903225
DL,ATL,CHS,205,81,0.3951219512195122
DL,ATL,CLE,13,10,0.7692307692307693
DL,ATL,CLT,280,98,0.35
DL,ATL,CMH,205,76,0.37073170731707317
DL,ATL,COS,31,22,0.7096774193548387
DL,ATL,CVG,137,68,0.49635036496350365
DL,ATL,DAB,98,55,0.5612244897959183
DL,ATL,DAY,150,49,0.32666666666666666
DL,ATL,DCA,467,200,0.4282655246252677
DL,ATL,DEN,241,147,0.6099585062240664
DL,ATL,DFW,325,154,0.47384615384615386
DL,ATL,DTW,322,181,0.562111801242236
DL,ATL,ECP,46,12,0.2608695652173913
DL,ATL,EGE,14,4,0.2857142857142857
DL,ATL,ELP,30,20,0.6666666666666666
DL,ATL,EWR,319,157,0.49216300940438873
DL,ATL,EYW,45,15,0.3333333333333333
DL,ATL,FLL,414,237,0.572463768115942
DL,ATL,FNT,72,41,0.5694444444444444
DL,ATL,GPT,55,21,0.38181818181818183
DL,ATL,GRR,30,25,0.8333333333333334
DL,ATL,GSO,17,12,0.7058823529411765
DL,ATL,GSP,30,17,0.5666666666666667
DL,ATL,HDN,14,7,0.5
DL,ATL,HNL,31,15,0.4838709677419355
DL,ATL,HOU,61,23,0.3770491803278688
DL,ATL,HSV,30,17,0.5666666666666667
DL,ATL,IAD,192,82,0.4270833333333333
DL,ATL,IAH,138,59,0.427536231884058
DL,ATL,IND,220,108,0.4909090909090909
DL,ATL,JAC,13,7,0.5384615384615384
DL,ATL,JAN,19,7,0.3684210526315789
DL,ATL,JAX,363,183,0.5041322314049587
DL,ATL,JFK,202,98,0.48514851485148514
DL,ATL,LAS,243,122,0.5020576131687243
DL,ATL,LAX,332,200,0.6024096385542169
DL,ATL,LGA,474,233,0.49156118143459915
DL,ATL,LIT,47,25,0.5319148936170213
DL,ATL,MCI,231,87,0.37662337662337664
DL,ATL,MCO,490,263,0.536734693877551
DL,ATL,MDW,210,109,0.5190476190476191
DL,ATL,MEM,215,101,0.4697674418604651
DL,ATL,MHT,31,13,0.41935483870967744
DL,ATL,MIA,336,149,0.44345238095238093
DL,ATL,MKE,169,75,0.4437869822485207
DL,ATL,MLB,105,42,0.4
DL,ATL,MSP,341,189,0.5542521994134897
DL,ATL,MSY,326,142,0.43558282208588955
DL,ATL,MTJ,13,5,0.38461538461538464
DL,ATL,OKC,32,13,0.40625
DL,ATL,OMA,28,10,0.35714285714285715
DL,ATL,ONT,24,20,0.8333333333333334
DL,ATL,ORD,239,126,0.5271966527196653
DL,ATL,ORF,169,72,0.4260355029585799
DL,ATL,PBI,301,155,0.5149501661129569
DL,ATL,PDX,86,46,0.5348837209302325
DL,ATL,PHF,58,22,0.3793103448275862
DL,ATL,PHL,325,133,0.40923076923076923
DL,ATL,PHX,181,104,0.574585635359116
DL,ATL,PIT,216,87,0.4027777777777778
DL,ATL,PNS,221,84,0.38009049773755654
DL,ATL,PVD,88,38,0.4318181818181818
DL,ATL,PWM,44,9,0.20454545454545456
DL,ATL,RDU,328,148,0.45121951219512196
DL,ATL,RIC,230,87,0.3782608695652174
DL,ATL,ROC,44,15,0.3409090909090909
DL,ATL,RSW,229,95,0.4148471615720524
DL,ATL,SAN,153,76,0.49673202614379086
DL,ATL,SAT,239,95,0.39748953974895396
DL,ATL,SAV,179,74,0.4134078212290503
DL,ATL,SDF,63,40,0.6349206349206349
DL,ATL,SEA,151,81,0.5364238410596026
DL,ATL,SFO,180,128,0.7111111111111111
DL,ATL,SJC,27,19,0.7037037037037037
DL,ATL,SJU,122,64,0.5245901639344263
DL,ATL,SLC,248,163,0.657258064516129
DL,ATL,SMF,51,24,0.47058823529411764
DL,ATL,SNA,140,46,0.32857142857142857
DL,ATL,SRQ,184,78,0.42391304347826086
DL,ATL,STL,228,89,0.39035087719298245
DL,ATL,STT,34,19,0.5588235294117647
DL,ATL,STX,4,3,0.75
DL,ATL,TLH,28,14,0.5
DL,ATL,TPA,367,194,0.5286103542234333
DL,ATL,TUL,29,12,0.41379310344827586
DL,ATL,TUS,57,40,0.7017543859649122
DL,ATL,TYS,17,8,0.47058823529411764
DL,AUS,ATL,164,43,0.2621951219512195
DL,AUS,DTW,33,5,0.15151515151515152
DL,AUS,MSP,25,11,0.44
DL,BDL,ATL,178,82,0.4606741573033708
DL,BDL,DTW,55,23,0.41818181818181815
DL,BDL,FLL,45,18,0.4
DL,BDL,MCO,57,37,0.6491228070175439
DL,BDL,MSP,52,30,0.5769230769230769
DL,BDL,PBI,31,17,0.5483870967741935
DL,BDL,RSW,14,8,0.5714285714285714
DL,BDL,TPA,14,9,0.6428571428571429
DL,BHM,ATL,85,28,0.32941176470588235
DL,BIL,MSP,12,8,0.6666666666666666
DL,BIS,MSP,16,6,0.375
DL,BNA,ATL,115,62,0.5391304347826087
DL,BNA,DTW,43,14,0.32558139534883723
DL,BNA,MSP,1,0,0.0
DL,BNA,SLC,31,14,0.45161290322580644
DL,BOI,SLC,80,21,0.2625
DL,BOS,ATL,328,158,0.4817073170731707
DL,BOS,CVG,58,20,0.3448275862068966
DL,BOS,DTW,176,93,0.5284090909090909
DL,BOS,LGA,293,70,0.23890784982935154
DL,BOS,MCO,57,13,0.22807017543859648
DL,BOS,MEM,17,6,0.35294117647058826
DL,BOS,MSP,145,85,0.5862068965517241
DL,BOS,SLC,56,29,0.5178571428571429
DL,BUF,ATL,150,80,0.5333333333333333
DL,BWI,ATL,326,126,0.38650306748466257
DL,BWI,DTW,159,70,0.44025157232704404
DL,BWI,JFK,1,1,1.0
DL,BWI,MEM,17,3,0.17647058823529413
DL,BWI,MSP,75,28,0.37333333333333335
DL,BWI,SLC,56,16,0.2857142857142857
DL,BZN,ATL,13,6,0.46153846153846156
DL,BZN,MSP,30,5,0.16666666666666666
DL,CAE,ATL,31,6,0.1935483870967742
DL,CHS,ATL,206,49,0.23786407766990292
DL,CLE,ATL,12,4,0.3333333333333333
DL,CLT,ATL,280,112,0.4
DL,CLT,DTW,119,45,0.37815126050420167
DL,CLT,MEM,12,7,0.5833333333333334
DL,CLT,MSP,45,14,0.3111111111111111
DL,CMH,ATL,205,58,0.28292682926829266
DL,CMH,LAX,8,5,0.625
DL,CMH,MSP,10,4,0.4
DL,COS,ATL,31,15,0.4838709677419355
DL,CVG,ATL,139,64,0.460431654676259
DL,CVG,BOS,57,34,0.5964912280701754
DL,CVG,DEN,31,12,0.3870967741935484
DL,CVG,FLL,57,20,0.3508771929824561
DL,CVG,JFK,30,17,0.5666666666666667
DL,CVG,LAS,50,35,0.7
DL,CVG,LAX,73,55,0.7534246575342466
DL,CVG,LGA,64,39,0.609375
DL,CVG,MCO,88,38,0.4318181818181818
DL,CVG,MIA,43,9,0.20930232558139536
DL,CVG,PHX,30,15,0.5
DL,CVG,RSW,74,27,0.36486486486486486
DL,CVG,SAN,10,8,0.8
DL,CVG,SEA,25,15,0.6
DL,CVG,SFO,35,27,0.7714285714285715
DL,CVG,SLC,62,37,0.5967741935483871
DL,CVG,TPA,58,26,0.4482758620689655
DL,DAB,ATL,98,47,0.47959183673469385
DL,DAY,ATL,151,56,0.3708609271523179
DL,DCA,ATL,467,160,0.3426124197002141
DL,DCA,DTW,167,83,0.49700598802395207
DL,DCA,MCO,118,40,0.3389830508474576
DL,DCA,MEM,48,35,0.7291666666666666
DL,DCA,MIA,62,27,0.43548387096774194
DL,DCA,MSP,153,85,0.5555555555555556
DL,DCA,SLC,31,13,0.41935483870967744
DL,DCA,TPA,59,21,0.3559322033898305
DL,DEN,ATL,240,132,0.55
DL,DEN,CVG,31,19,0.6129032258064516
DL,DEN,DTW,93,48,0.5161290322580645
DL,DEN,JFK,31,14,0.45161290322580644
DL,DEN,MSP,206,108,0.5242718446601942
DL,DEN,SLC,2,0,0.0
DL,DFW,ATL,325,131,0.40307692307692305
DL,DFW,DTW,38,20,0.5263157894736842
DL,DFW,MEM,14,2,0.14285714285714285
DL,DFW,MSP,42,18,0.42857142857142855
DL,DTW,ATL,351,219,0.6239316239316239
DL,DTW,AUS,32,12,0.375
DL,DTW,BDL,55,29,0.5272727272727272
DL,DTW,BNA,42,13,0.30952380952380953
DL,DTW,BOS,176,92,0.5227272727272727
DL,DTW,BWI,158,71,0.44936708860759494
DL,DTW,CLT,119,44,0.3697478991596639
DL,DTW,DCA,163,66,0.4049079754601227
DL,DTW,DEN,93,52,0.5591397849462365
DL,DTW,DFW,23,13,0.5652173913043478
DL,DTW,EWR,61,34,0.5573770491803278
DL,DTW,FLL,173,101,0.5838150289017341
DL,DTW,GRB,15,9,0.6
DL,DTW,GRR,65,33,0.5076923076923077
DL,DTW,HNL,6,6,1.0
DL,DTW,IND,117,58,0.49572649572649574
DL,DTW,JFK,60,44,0.7333333333333333
DL,DTW,LAS,174,96,0.5517241379310345
DL,DTW,LAX,144,105,0.7291666666666666
DL,DTW,LGA,258,142,0.5503875968992248
DL,DTW,MCI,95,53,0.5578947368421052
DL,DTW,MCO,179,108,0.6033519553072626
DL,DTW,MEM,120,67,0.5583333333333333
DL,DTW,MHT,27,14,0.5185185185185185
DL,DTW,MIA,89,41,0.4606741573033708
DL,DTW,MKE,132,68,0.5151515151515151
DL,DTW,MSN,61,35,0.5737704918032787
DL,DTW,MSP,269,153,0.5687732342007435
DL,DTW,MSY,44,10,0.22727272727272727
DL,DTW,OMA,2,2,1.0
DL,DTW,ORD,111,54,0.4864864864864865
DL,DTW,PBI,67,36,0.5373134328358209
DL,DTW,PHL,116,48,0.41379310344827586
DL,DTW,PHX,124,69,0.5564516129032258
DL,DTW,PIT,25,15,0.6
DL,DTW,RDU,73,40,0.547945205479452
DL,DTW,RSW,130,63,0.4846153846153846
DL,DTW,SAN,41,26,0.6341463414634146
DL,DTW,SAT,40,19,0.475
DL,DTW,SEA,88,56,0.6363636363636364
DL,DTW,SFO,88,57,0.6477272727272727
DL,DTW,SJU,5,2,0.4
DL,DTW,SLC,122,92,0.7540983606557377
DL,DTW,SRQ,14,8,0.5714285714285714
DL,DTW,STL,52,16,0.3076923076923077
DL,DTW,TPA,176,89,0.5056818181818182
DL,ECP,ATL,46,12,0.2608695652173913
DL,EGE,ATL,14,5,0.35714285714285715
DL,ELP,ATL,29,4,0.13793103448275862
DL,EWR,ATL,319,169,0.5297805642633229
DL,EWR,DTW,85,34,0.4
DL,EWR,MEM,2,1,0.5
DL,EWR,MSP,48,23,0.4791666666666667
DL,EWR,SLC,56,31,0.5535714285714286
DL,EYW,ATL,45,20,0.4444444444444444
DL,FAR,MSP,30,21,0.7
DL,FLL,ATL,412,158,0.38349514563106796
DL,FLL,BDL,45,18,0.4
DL,FLL,CVG,57,32,0.5614035087719298
DL,FLL,DTW,172,54,0.313953488372093
DL,FLL,JFK,93,32,0.34408602150537637
DL,FLL,LAX,31,5,0.16129032258064516
DL,FLL,LGA,162,47,0.29012345679012347
DL,FLL,MEM,45,16,0.35555555555555557
DL,FLL,MSP,43,17,0.3953488372093023
DL,FNT,ATL,73,33,0.4520547945205479
DL,FSD,MSP,11,3,0.2727272727272727
DL,GEG,MSP,36,24,0.6666666666666666
DL,GEG,SLC,65,34,0.5230769230769231
DL,GPT,ATL,55,19,0.34545454545454546
DL,GRB,DTW,13,6,0.46153846153846156
DL,GRB,MSP,15,6,0.4
DL,GRR,ATL,30,16,0.5333333333333333
DL,GRR,DTW,91,44,0.4835164835164835
DL,GRR,MSP,49,22,0.4489795918367347
DL,GSO,ATL,18,3,0.16666666666666666
DL,GSP,ATL,31,10,0.3225806451612903
DL,HDN,ATL,14,7,0.5
DL,HNL,ATL,31,13,0.41935483870967744
DL,HNL,DTW,6,0,0.0
DL,HNL,LAX,87,33,0.3793103448275862
DL,HNL,MSP,18,12,0.6666666666666666
DL,HNL,SEA,30,22,0.7333333333333333
DL,HNL,SFO,30,9,0.3
DL,HNL,SLC,31,6,0.1935483870967742
DL,HOU,ATL,61,18,0.29508196721311475
DL,HSV,ATL,30,8,0.26666666666666666
DL,IAD,ATL,192,106,0.5520833333333334
DL,IAD,SLC,31,20,0.6451612903225806
DL,IAH,ATL,138,41,0.2971014492753623
DL,IAH,MSP,18,4,0.2222222222222222
DL,IND,ATL,221,94,0.4253393665158371
DL,IND,DTW,86,33,0.38372093023255816
DL,IND,LAX,20,14,0.7
DL,IND,MSP,112,47,0.41964285714285715
DL,IND,SLC,28,15,0.5357142857142857
DL,JAC,ATL,13,10,0.7692307692307693
DL,JAC,SLC,62,19,0.3064516129032258
DL,JAN,ATL,19,1,0.05263157894736842
DL,JAX,ATL,362,124,0.3425414364640884
DL,JAX,LGA,28,6,0.21428571428571427
DL,JFK,ATL,204,82,0.4019607843137255
DL,JFK,CVG,30,8,0.26666666666666666
DL,JFK,DEN,31,17,0.5483870967741935
DL,JFK,DTW,59,36,0.6101694915254238
DL,JFK,FLL,93,41,0.44086021505376344
DL,JFK,LAS,144,61,0.4236111111111111
DL,JFK,LAX,195,62,0.31794871794871793
DL,JFK,MCO,118,35,0.2966101694915254
DL,JFK,MIA,147,47,0.3197278911564626
DL,JFK,MSP,31,11,0.3548387096774194
DL,JFK,PDX,31,13,0.41935483870967744
DL,JFK,PHX,31,12,0.3870967741935484
DL,JFK,SAN,56,14,0.25
DL,JFK,SAT,27,22,0.8148148148148148
DL,JFK,SEA,61,16,0.26229508196721313
DL,JFK,SFO,149,63,0.4228187919463087
DL,JFK,SJU,45,21,0.4666666666666667
DL,JFK,SLC,124,59,0.47580645161290325
DL,JFK,SNA,22,4,0.18181818181818182
DL,JFK,STT,4,1,0.25
DL,JFK,TPA,31,10,0.3225806451612903
DL,KOA,LAX,31,6,0.1935483870967742
DL,LAS,ATL,243,103,0.42386831275720166
DL,LAS,CVG,50,19,0.38
DL,LAS,DTW,174,69,0.39655172413793105
DL,LAS,JFK,144,42,0.2916666666666667
DL,LAS,LAX,12,3,0.25
DL,LAS,MEM,73,21,0.2876712328767123
DL,LAS,MSP,191,90,0.4712041884816754
DL,LAS,SLC,182,93,0.510989010989011
DL,LAX,ATL,303,211,0.6963696369636964
DL,LAX,CMH,8,2,0.25
DL,LAX,CVG,74,26,0.35135135135135137
DL,LAX,DTW,173,97,0.5606936416184971
DL,LAX,FLL,31,11,0.3548387096774194
DL,LAX,HNL,88,68,0.7727272727272727
DL,LAX,IND,20,5,0.25
DL,LAX,JFK,195,94,0.48205128205128206
DL,LAX,KOA,31,11,0.3548387096774194
DL,LAX,LAS,12,4,0.3333333333333333
DL,LAX,LIH,31,15,0.4838709677419355
DL,LAX,MCO,58,33,0.5689655172413793
DL,LAX,MEM,83,38,0.4578313253012048
DL,LAX,MSP,190,118,0.6210526315789474
DL,LAX,MSY,49,26,0.5306122448979592
DL,LAX,OGG,62,28,0.45161290322580644
DL,LAX,SFO,62,34,0.5483870967741935
DL,LAX,SLC,154,81,0.525974025974026
DL,LAX,TPA,26,16,0.6153846153846154
DL,LGA,ATL,475,179,0.37684210526315787
DL,LGA,BOS,291,70,0.24054982817869416
DL,LGA,CVG,64,19,0.296875
DL,LGA,DTW,259,90,0.3474903474903475
DL,LGA,FLL,162,63,0.3888888888888889
DL,LGA,JAX,27,9,0.3333333333333333
DL,LGA,MCO,163,71,0.43558282208588955
DL,LGA,MEM,88,30,0.3409090909090909
DL,LGA,MSP,169,70,0.41420118343195267
DL,LGA,MSY,82,29,0.35365853658536583
DL,LGA,PBI,117,52,0.4444444444444444
DL,LGA,RSW,68,21,0.3088235294117647
DL,LGA,TPA,117,47,0.4017094017094017
DL,LIH,LAX,31,4,0.12903225806451613
DL,LIT,ATL,48,10,0.20833333333333334
DL,LIT,MEM,29,6,0.20689655172413793
DL,MCI,ATL,231,83,0.3593073593073593
DL,MCI,DTW,85,28,0.32941176470588235
DL,MCI,MEM,53,12,0.22641509433962265
DL,MCI,MSP,82,25,0.3048780487804878
DL,MCO,ATL,490,174,0.3551020408163265
DL,MCO,BDL,57,27,0.47368421052631576
DL,MCO,BOS,57,18,0.3157894736842105
DL,MCO,CVG,88,23,0.26136363636363635
DL,MCO,DCA,118,35,0.2966101694915254
DL,MCO,DTW,179,75,0.41899441340782123
DL,MCO,JFK,118,44,0.3728813559322034
DL,MCO,LAX,58,24,0.41379310344827586
DL,MCO,LGA,162,40,0.24691358024691357
DL,MCO,MEM,93,30,0.3225806451612903
DL,MCO,MSP,142,49,0.34507042253521125
DL,MCO,SLC,57,17,0.2982456140350877
DL,MDW,ATL,210,135,0.6428571428571429
DL,MEM,ATL,216,84,0.3888888888888889
DL,MEM,BOS,17,4,0.23529411764705882
DL,MEM,BWI,17,10,0.5882352941176471
DL,MEM,CLT,11,6,0.5454545454545454
DL,MEM,DCA,51,14,0.27450980392156865
DL,MEM,DFW,14,5,0.35714285714285715
DL,MEM,DTW,121,37,0.30578512396694213
DL,MEM,FLL,45,20,0.4444444444444444
DL,MEM,LAS,72,29,0.4027777777777778
DL,MEM,LAX,83,37,0.4457831325301205
DL,MEM,LGA,88,33,0.375
DL,MEM,LIT,28,13,0.4642857142857143
DL,MEM,MCI,53,18,0.33962264150943394
DL,MEM,MCO,93,35,0.3763440860215054
DL,MEM,MIA,45,15,0.3333333333333333
DL,MEM,MSP,119,55,0.46218487394957986
DL,MEM,MSY,60,17,0.2833333333333333
DL,MEM,ORD,25,9,0.36
DL,MEM,PHX,57,26,0.45614035087719296
DL,MEM,SAT,12,8,0.6666666666666666
DL,MEM,SEA,22,11,0.5
DL,MEM,SLC,28,23,0.8214285714285714
DL,MEM,TPA,60,29,0.48333333333333334
DL,MHT,ATL,31,9,0.2903225806451613
DL,MHT,DTW,28,2,0.07142857142857142
DL,MIA,ATL,336,130,0.3869047619047619
DL,MIA,CVG,43,17,0.3953488372093023
DL,MIA,DCA,62,15,0.24193548387096775
DL,MIA,DTW,88,31,0.3522727272727273
DL,MIA,JFK,147,49,0.3333333333333333
DL,MIA,MEM,45,14,0.3111111111111111
DL,MIA,MSP,57,26,0.45614035087719296
DL,MKE,ATL,170,69,0.40588235294117647
DL,MKE,DTW,132,59,0.44696969696969696
DL,MKE,MSP,148,79,0.5337837837837838
DL,MLB,ATL,105,27,0.2571428571428571
DL,MSN,DTW,63,21,0.3333333333333333
DL,MSN,MSP,15,5,0.3333333333333333
DL,MSP,ABQ,46,20,0.43478260869565216
DL,MSP,ANC,32,23,0.71875
DL,MSP,ATL,344,177,0.5145348837209303
DL,MSP,AUS,25,12,0.48
DL,MSP,BDL,52,31,0.5961538461538461
DL,MSP,BIL,12,6,0.5
DL,MSP,BIS,15,4,0.26666666666666666
DL,MSP,BOS,143,72,0.5034965034965035
DL,MSP,BWI,75,33,0.44
DL,MSP,BZN,30,22,0.7333333333333333
DL,MSP,CLT,44,20,0.45454545454545453
DL,MSP,CMH,10,5,0.5
DL,MSP,DCA,152,72,0.47368421052631576
DL,MSP,DEN,206,110,0.5339805825242718
DL,MSP,DFW,58,32,0.5517241379310345
DL,MSP,DTW,241,125,0.5186721991701245
DL,MSP,EWR,72,47,0.6527777777777778
DL,MSP,FAR,30,17,0.5666666666666667
DL,MSP,FLL,44,31,0.7045454545454546
DL,MSP,FSD,11,7,0.6363636363636364
DL,MSP,GEG,37,23,0.6216216216216216
DL,MSP,GRB,13,3,0.23076923076923078
DL,MSP,GRR,76,42,0.5526315789473685
DL,MSP,HNL,17,7,0.4117647058823529
DL,MSP,IAH,17,6,0.35294117647058826
DL,MSP,IND,81,32,0.3950617283950617
DL,MSP,JFK,31,14,0.45161290322580644
DL,MSP,LAS,191,99,0.518324607329843
DL,MSP,LAX,190,123,0.6473684210526316
DL,MSP,LGA,169,93,0.5502958579881657
DL,MSP,MCI,69,26,0.37681159420289856
DL,MSP,MCO,142,86,0.6056338028169014
DL,MSP,MEM,122,51,0.4180327868852459
DL,MSP,MIA,57,28,0.49122807017543857
DL,MSP,MKE,147,72,0.4897959183673469
DL,MSP,MSN,15,8,0.5333333333333333
DL,MSP,OMA,45,20,0.4444444444444444
DL,MSP,ORD,63,33,0.5238095238095238
DL,MSP,ORF,6,2,0.3333333333333333
DL,MSP,PDX,91,66,0.7252747252747253
DL,MSP,PHL,74,38,0.5135135135135135
DL,MSP,PHX,182,114,0.6263736263736264
DL,MSP,PIT,11,6,0.5454545454545454
DL,MSP,PSP,2,1,0.5
DL,MSP,PVD,1,1,1.0
DL,MSP,RAP,31,9,0.2903225806451613
DL,MSP,RDU,16,8,0.5
DL,MSP,RSW,73,41,0.5616438356164384
DL,MSP,SAN,90,58,0.6444444444444445
DL,MSP,SAT,31,18,0.5806451612903226
DL,MSP,SEA,183,119,0.6502732240437158
DL,MSP,SFO,146,114,0.7808219178082192
DL,MSP,SJC,44,29,0.6590909090909091
DL,MSP,SJU,2,2,1.0
DL,MSP,SLC,164,107,0.6524390243902439
DL,MSP,SMF,62,39,0.6290322580645161
DL,MSP,SNA,71,32,0.4507042253521127
DL,MSP,STL,66,28,0.42424242424242425
DL,MSP,TPA,102,55,0.5392156862745098
DL,MSP,TUS,26,14,0.5384615384615384
DL,MSY,ATL,325,104,0.32
DL,MSY,DTW,43,12,0.27906976744186046
DL,MSY,LAX,49,24,0.4897959183673469
DL,MSY,LGA,82,13,0.15853658536585366
DL,MSY,MEM,60,9,0.15
DL,MSY,SLC,31,18,0.5806451612903226
DL,MTJ,ATL,13,7,0.5384615384615384
DL,OAK,SLC,48,24,0.5
DL,OGG,LAX,62,24,0.3870967741935484
