AirportFrom,AirportTo,total_flights,delayed_flights,delay_rate
CLE,SAN,14,10,0.7142857142857143
CLE,SDF,48,13,0.2708333333333333
CLE,SEA,15,12,0.8
CLE,SFO,43,25,0.5813953488372093
CLE,SJU,6,4,0.6666666666666666
CLE,STL,57,27,0.47368421052631576
CLE,SYR,13,4,0.3076923076923077
CLE,TPA,59,22,0.3728813559322034
CLE,TYS,27,10,0.37037037037037035
CLL,DFW,31,10,0.3225806451612903
CLT,ABE,31,9,0.2903225806451613
CLT,ALB,60,18,0.3
CLT,ATL,639,223,0.3489827856025039
CLT,AUS,89,36,0.4044943820224719
CLT,BDL,141,72,0.5106382978723404
CLT,BNA,173,54,0.31213872832369943
CLT,BOS,353,150,0.42492917847025496
CLT,BUF,114,49,0.4298245614035088
CLT,BWI,308,129,0.41883116883116883
CLT,CHS,147,63,0.42857142857142855
CLT,CLE,195,75,0.38461538461538464
CLT,CVG,192,64,0.3333333333333333
CLT,DAB,13,5,0.38461538461538464
CLT,DCA,256,86,0.3359375
CLT,DEN,149,78,0.5234899328859061
CLT,DFW,420,154,0.36666666666666664
CLT,DTW,253,90,0.3557312252964427
CLT,EWR,478,213,0.4456066945606695
CLT,FAY,31,6,0.1935483870967742
CLT,FLL,238,125,0.5252100840336135
CLT,GSO,62,18,0.2903225806451613
CLT,IAD,238,77,0.3235294117647059
CLT,IAH,399,154,0.38596491228070173
CLT,ILM,152,48,0.3157894736842105
CLT,IND,27,5,0.18518518518518517
CLT,JAX,197,58,0.29441624365482233
CLT,JFK,201,72,0.3582089552238806
CLT,LAS,147,63,0.42857142857142855
CLT,LAX,114,50,0.43859649122807015
CLT,LGA,419,203,0.48448687350835323
CLT,LIT,36,12,0.3333333333333333
CLT,MCI,87,40,0.45977011494252873
CLT,MCO,293,156,0.5324232081911263
CLT,MDT,85,28,0.32941176470588235
CLT,MEM,206,86,0.4174757281553398
CLT,MHT,29,10,0.3448275862068966
CLT,MIA,313,164,0.5239616613418531
CLT,MSP,133,50,0.37593984962406013
CLT,MSY,118,39,0.3305084745762712
CLT,MYR,127,37,0.29133858267716534
CLT,ORD,478,227,0.47489539748953974
CLT,ORF,116,34,0.29310344827586204
CLT,PBI,176,80,0.45454545454545453
CLT,PHL,286,138,0.4825174825174825
CLT,PHX,253,161,0.6363636363636364
CLT,PIT,266,77,0.2894736842105263
CLT,PNS,7,3,0.42857142857142855
CLT,PVD,142,62,0.43661971830985913
CLT,PWM,31,8,0.25806451612903225
CLT,RDU,255,109,0.42745098039215684
CLT,RIC,160,58,0.3625
CLT,ROC,31,14,0.45161290322580644
CLT,RSW,171,85,0.49707602339181284
CLT,SAN,54,28,0.5185185185185185
CLT,SAT,83,26,0.3132530120481928
CLT,SAV,62,18,0.2903225806451613
CLT,SDF,94,28,0.2978723404255319
CLT,SEA,62,34,0.5483870967741935
CLT,SFO,130,73,0.5615384615384615
CLT,SJU,81,42,0.5185185185185185
CLT,SRQ,23,7,0.30434782608695654
CLT,STL,118,42,0.3559322033898305
CLT,STT,35,10,0.2857142857142857
CLT,STX,2,1,0.5
CLT,SYR,83,25,0.30120481927710846
CLT,TPA,271,123,0.45387453874538747
CMH,ATL,289,79,0.27335640138408307
CMH,BNA,56,42,0.75
CMH,BWI,142,94,0.6619718309859155
CMH,CVG,32,15,0.46875
CMH,DCA,83,26,0.3132530120481928
CMH,DEN,64,24,0.375
CMH,DFW,135,68,0.5037037037037037
CMH,DTW,71,31,0.43661971830985913
CMH,EWR,109,41,0.3761467889908257
CMH,FLL,26,9,0.34615384615384615
CMH,IAD,82,35,0.4268292682926829
CMH,IAH,81,34,0.41975308641975306
CMH,JFK,94,33,0.35106382978723405
CMH,LAS,62,42,0.6774193548387096
CMH,LAX,8,5,0.625
CMH,LGA,164,45,0.27439024390243905
CMH,MCO,123,84,0.6829268292682927
CMH,MDW,181,132,0.7292817679558011
CMH,MEM,44,13,0.29545454545454547
CMH,MIA,93,47,0.5053763440860215
CMH,MSP,86,24,0.27906976744186046
CMH,ORD,350,143,0.4085714285714286
CMH,PHX,84,36,0.42857142857142855
CMH,RDU,26,6,0.23076923076923078
CMH,RSW,57,18,0.3157894736842105
CMH,STL,53,43,0.8113207547169812
CMH,TPA,62,44,0.7096774193548387
CMI,DFW,31,10,0.3225806451612903
CMI,ORD,148,46,0.3108108108108108
CMX,ORD,62,19,0.3064516129032258
COD,DEN,31,10,0.3225806451612903
COD,SLC,62,25,0.4032258064516129
COS,ATL,31,15,0.4838709677419355
COS,DEN,327,125,0.382262996941896
COS,DFW,153,28,0.1830065359477124
COS,IAD,31,8,0.25806451612903225
COS,IAH,146,51,0.3493150684931507
COS,LAX,82,27,0.32926829268292684
COS,MSP,32,24,0.75
COS,ORD,128,57,0.4453125
COS,SFO,31,11,0.3548387096774194
COS,SLC,70,24,0.34285714285714286
COU,MEM,89,28,0.3146067415730337
CPR,DEN,117,39,0.3333333333333333
CPR,SLC,59,14,0.23728813559322035
CRP,DFW,238,54,0.226890756302521
CRP,HOU,138,59,0.427536231884058
CRP,IAH,313,62,0.19808306709265175
CRW,ATL,123,58,0.4715447154471545
CRW,DTW,78,21,0.2692307692307692
CRW,IAH,31,24,0.7741935483870968
CRW,LGA,26,4,0.15384615384615385
CRW,MCO,13,7,0.5384615384615384
CRW,ORD,120,52,0.43333333333333335
CSG,ATL,118,32,0.2711864406779661
CSG,DFW,61,21,0.3442622950819672
CVG,ATL,234,115,0.49145299145299143
CVG,BDL,85,25,0.29411764705882354
CVG,BNA,48,13,0.2708333333333333
CVG,BOS,101,49,0.48514851485148514
CVG,BWI,43,18,0.4186046511627907
CVG,CLE,58,13,0.22413793103448276
CVG,CLT,194,48,0.24742268041237114
CVG,CMH,17,4,0.23529411764705882
CVG,DCA,113,48,0.4247787610619469
CVG,DEN,74,31,0.4189189189189189
CVG,DFW,206,100,0.4854368932038835
CVG,DTW,180,53,0.29444444444444445
CVG,EVV,42,19,0.4523809523809524
CVG,EWR,222,106,0.4774774774774775
CVG,FLL,57,20,0.3508771929824561
CVG,FWA,46,16,0.34782608695652173
CVG,GRR,74,24,0.32432432432432434
CVG,GSO,31,13,0.41935483870967744
CVG,GSP,31,10,0.3225806451612903
CVG,HTS,57,11,0.19298245614035087
CVG,IAD,109,36,0.3302752293577982
CVG,IAH,205,70,0.34146341463414637
CVG,JAX,55,21,0.38181818181818183
CVG,JFK,76,29,0.3815789473684211
CVG,LAS,50,35,0.7
CVG,LAX,73,55,0.7534246575342466
CVG,LGA,148,67,0.4527027027027027
CVG,MCI,73,26,0.3561643835616438
CVG,MCO,88,38,0.4318181818181818
CVG,MDT,56,17,0.30357142857142855
CVG,MEM,90,29,0.32222222222222224
CVG,MIA,136,50,0.36764705882352944
CVG,MKE,87,36,0.41379310344827586
CVG,MSN,26,11,0.4230769230769231
CVG,MSP,119,51,0.42857142857142855
CVG,MSY,40,21,0.525
CVG,OMA,29,10,0.3448275862068966
CVG,ORD,372,114,0.3064516129032258
CVG,ORF,59,21,0.3559322033898305
CVG,PHL,91,23,0.25274725274725274
CVG,PHX,30,15,0.5
CVG,PIT,71,32,0.4507042253521127
CVG,RDU,58,22,0.3793103448275862
CVG,RIC,57,18,0.3157894736842105
CVG,RSW,74,27,0.36486486486486486
CVG,SAN,10,8,0.8
CVG,SBN,44,11,0.25
CVG,SDF,59,21,0.3559322033898305
CVG,SEA,25,15,0.6
CVG,SFO,35,27,0.7714285714285715
CVG,SLC,62,37,0.5967741935483871
CVG,STL,85,28,0.32941176470588235
CVG,SYR,40,15,0.375
CVG,TPA,60,27,0.45
CVG,TYS,57,16,0.2807017543859649
CVG,XNA,46,9,0.1956521739130435
CWA,EAU,27,12,0.4444444444444444
CWA,ORD,114,46,0.40350877192982454
CYS,DFW,31,7,0.22580645161290322
DAB,ATL,122,56,0.45901639344262296
DAB,CLT,13,3,0.23076923076923078
DAL,ABQ,234,201,0.8589743589743589
DAL,AMA,156,120,0.7692307692307693
DAL,AUS,324,220,0.6790123456790124
DAL,BHM,88,77,0.875
DAL,ELP,201,167,0.8308457711442786
DAL,HOU,701,477,0.6804564907275321
DAL,IAH,193,69,0.35751295336787564
DAL,LBB,157,121,0.7707006369426752
DAL,LIT,172,129,0.75
DAL,MAF,147,116,0.7891156462585034
DAL,MCI,279,232,0.8315412186379928
DAL,MEM,87,17,0.19540229885057472
DAL,MSY,201,149,0.7412935323383084
DAL,OKC,139,112,0.8057553956834532
DAL,SAT,383,252,0.6579634464751958
DAL,STL,225,174,0.7733333333333333
DAL,TUL,151,115,0.7615894039735099
DAY,ATL,273,104,0.38095238095238093
DAY,BWI,86,23,0.26744186046511625
DAY,CLE,55,11,0.2
DAY,DEN,89,32,0.3595505617977528
DAY,DFW,88,26,0.29545454545454547
DAY,DTW,90,24,0.26666666666666666
DAY,EWR,81,32,0.3950617283950617
DAY,IAD,79,28,0.35443037974683544
DAY,IAH,61,20,0.32786885245901637
DAY,MCO,31,5,0.16129032258064516
DAY,MSP,95,28,0.29473684210526313
DAY,ORD,190,61,0.32105263157894737
DAY,TPA,26,4,0.15384615384615385
DBQ,ORD,27,9,0.3333333333333333
DCA,ATL,646,211,0.326625386996904
DCA,BDL,114,36,0.3157894736842105
DCA,BNA,143,23,0.16083916083916083
DCA,BOS,781,211,0.2701664532650448
DCA,BUF,26,9,0.34615384615384615
DCA,CLE,83,16,0.1927710843373494
DCA,CLT,258,78,0.3023255813953488
DCA,CMH,83,16,0.1927710843373494
DCA,CVG,112,37,0.33035714285714285
DCA,DEN,124,42,0.3387096774193548
DCA,DFW,324,105,0.32407407407407407
DCA,DTW,169,84,0.4970414201183432
DCA,EWR,136,52,0.38235294117647056
DCA,FLL,150,58,0.38666666666666666
DCA,GRR,26,11,0.4230769230769231
DCA,IAH,228,123,0.5394736842105263
DCA,IND,83,14,0.1686746987951807
DCA,JAN,26,10,0.38461538461538464
DCA,JAX,165,53,0.3212121212121212
DCA,JFK,284,65,0.22887323943661972
DCA,LAS,31,4,0.12903225806451613
DCA,LAX,31,14,0.45161290322580644
DCA,LEX,22,7,0.3181818181818182
DCA,LGA,324,59,0.18209876543209877
DCA,MCO,345,110,0.3188405797101449
DCA,MEM,50,36,0.72
DCA,MIA,341,160,0.46920821114369504
DCA,MKE,201,66,0.3283582089552239
DCA,MSN,25,12,0.48
DCA,MSP,153,85,0.5555555555555556
DCA,ORD,582,160,0.27491408934707906
DCA,PBI,67,31,0.4626865671641791
DCA,PHL,33,10,0.30303030303030304
DCA,PHX,91,34,0.37362637362637363
DCA,PVD,31,7,0.22580645161290322
DCA,RDU,210,28,0.13333333333333333
DCA,RSW,39,8,0.20512820512820512
DCA,SEA,60,18,0.3
DCA,SLC,31,13,0.41935483870967744
DCA,STL,209,60,0.28708133971291866
DCA,SYR,27,6,0.2222222222222222
DCA,TPA,209,61,0.291866028708134
DEN,ABQ,223,109,0.48878923766816146
DEN,AMA,56,43,0.7678571428571429
DEN,ASE,303,148,0.4884488448844885
DEN,ATL,460,219,0.47608695652173916
DEN,ATW,27,13,0.48148148148148145
DEN,AUS,202,116,0.5742574257425742
DEN,BDL,31,26,0.8387096774193549
DEN,BFL,31,18,0.5806451612903226
DEN,BHM,47,24,0.5106382978723404
DEN,BIL,132,42,0.3181818181818182
DEN,BIS,119,45,0.37815126050420167
DEN,BKG,2,1,0.5
DEN,BNA,153,80,0.5228758169934641
DEN,BOI,227,116,0.5110132158590308
DEN,BOS,238,96,0.40336134453781514
DEN,BUR,62,30,0.4838709677419355
DEN,BWI,233,119,0.5107296137339056
DEN,BZN,134,64,0.47761194029850745
DEN,CAK,56,32,0.5714285714285714
DEN,CID,52,21,0.40384615384615385
DEN,CLE,103,41,0.39805825242718446
DEN,CLT,149,46,0.3087248322147651
DEN,CMH,44,13,0.29545454545454547
DEN,COD,31,11,0.3548387096774194
DEN,COS,328,130,0.39634146341463417
DEN,CPR,117,54,0.46153846153846156
DEN,CVG,63,27,0.42857142857142855
DEN,DAY,89,33,0.3707865168539326
DEN,DCA,124,60,0.4838709677419355
DEN,DFW,563,175,0.3108348134991119
DEN,DRO,218,99,0.4541284403669725
DEN,DSM,102,31,0.30392156862745096
DEN,DTW,262,147,0.5610687022900763
DEN,EGE,96,45,0.46875
DEN,ELP,88,45,0.5113636363636364
DEN,EUG,57,25,0.43859649122807015
DEN,EWR,190,104,0.5473684210526316
DEN,FAR,119,51,0.42857142857142855
DEN,FAT,90,47,0.5222222222222223
DEN,FCA,31,14,0.45161290322580644
DEN,FLL,121,82,0.6776859504132231
DEN,FSD,119,49,0.4117647058823529
DEN,GCC,62,9,0.14516129032258066
DEN,GEG,161,78,0.484472049689441
DEN,GJT,218,96,0.44036697247706424
DEN,GRR,5,3,0.6
DEN,GTF,62,28,0.45161290322580644
DEN,GUC,47,19,0.40425531914893614
DEN,HDN,92,42,0.45652173913043476
DEN,HLN,60,35,0.5833333333333334
DEN,HNL,35,10,0.2857142857142857
DEN,HOU,205,121,0.5902439024390244
DEN,HSV,59,21,0.3559322033898305
DEN,IAD,299,138,0.46153846153846156
DEN,IAH,320,150,0.46875
DEN,ICT,142,43,0.3028169014084507
DEN,IDA,88,35,0.3977272727272727
DEN,IND,177,108,0.6101694915254238
DEN,JAC,93,41,0.44086021505376344
DEN,JFK,60,23,0.38333333333333336
DEN,KOA,4,1,0.25
DEN,LAS,632,313,0.495253164556962
DEN,LAX,776,372,0.4793814432989691
DEN,LGA,211,102,0.4834123222748815
DEN,LIH,4,3,0.75
DEN,LIT,88,45,0.5113636363636364
DEN,LNK,88,42,0.4772727272727273
DEN,MAF,62,27,0.43548387096774194
DEN,MCI,360,147,0.4083333333333333
DEN,MCO,264,119,0.45075757575757575
DEN,MDW,374,204,0.5454545454545454
DEN,MEM,75,38,0.5066666666666667
DEN,MFR,31,18,0.5806451612903226
DEN,MIA,80,38,0.475
DEN,MKE,211,90,0.4265402843601896
DEN,MLI,61,28,0.45901639344262296
DEN,MOT,62,21,0.3387096774193548
DEN,MRY,31,11,0.3548387096774194
DEN,MSN,101,40,0.39603960396039606
DEN,MSO,135,63,0.4666666666666667
DEN,MSP,497,259,0.5211267605633803
DEN,MSY,152,76,0.5
DEN,MTJ,112,43,0.38392857142857145
DEN,OAK,172,94,0.5465116279069767
DEN,OGG,18,4,0.2222222222222222
DEN,OKC,220,112,0.509090909090909
DEN,OMA,205,88,0.4292682926829268
DEN,ONT,165,71,0.4303030303030303
DEN,ORD,456,197,0.43201754385964913
DEN,PDX,372,202,0.543010752688172
DEN,PHF,14,8,0.5714285714285714
DEN,PHL,238,113,0.47478991596638653
DEN,PHX,682,338,0.49560117302052786
DEN,PIA,31,11,0.3548387096774194
DEN,PIT,53,18,0.33962264150943394
DEN,PSC,88,38,0.4318181818181818
DEN,PSP,128,55,0.4296875
DEN,RAP,180,76,0.4222222222222222
DEN,RDM,31,11,0.3548387096774194
DEN,RDU,32,27,0.84375
DEN,RKS,62,11,0.1774193548387097
DEN,RNO,120,52,0.43333333333333335
DEN,RSW,15,7,0.4666666666666667
DEN,SAN,426,210,0.49295774647887325
DEN,SAT,125,64,0.512
DEN,SBA,59,20,0.3389830508474576
DEN,SDF,37,20,0.5405405405405406
DEN,SEA,477,225,0.4716981132075472
DEN,SFO,470,271,0.5765957446808511
DEN,SGF,84,38,0.4523809523809524
DEN,SJC,214,97,0.4532710280373832
DEN,SLC,647,383,0.5919629057187017
DEN,SMF,261,140,0.5363984674329502
DEN,SNA,352,173,0.4914772727272727
DEN,STL,171,97,0.5672514619883041
DEN,TPA,165,85,0.5151515151515151
DEN,TUL,201,95,0.472636815920398
DEN,TUS,293,158,0.5392491467576792
DEN,TYS,31,10,0.3225806451612903
DEN,XNA,60,23,0.38333333333333336
DFW,ABI,211,70,0.33175355450236965
DFW,ABQ,243,97,0.3991769547325103
DFW,ACT,59,17,0.288135593220339
DFW,AEX,92,24,0.2608695652173913
DFW,AGS,61,25,0.4098360655737705
DFW,AMA,71,25,0.352112676056338
DFW,ATL,818,305,0.37286063569682154
DFW,AUS,450,182,0.40444444444444444
DFW,BDL,92,42,0.45652173913043476
DFW,BHM,90,24,0.26666666666666666
DFW,BMI,31,13,0.41935483870967744
DFW,BNA,239,89,0.3723849372384937
DFW,BOS,230,99,0.43043478260869567
DFW,BRO,62,29,0.46774193548387094
DFW,BTR,244,79,0.3237704918032787
DFW,BUR,117,42,0.358974358974359
DFW,BWI,180,64,0.35555555555555557
DFW,CAE,91,25,0.27472527472527475
DFW,CHA,31,13,0.41935483870967744
DFW,CHS,92,26,0.2826086956521739
DFW,CID,144,40,0.2777777777777778
DFW,CLE,174,66,0.3793103448275862
DFW,CLL,31,14,0.45161290322580644
DFW,CLT,420,166,0.3952380952380952
DFW,CMH,135,54,0.4
DFW,CMI,31,14,0.45161290322580644
DFW,COS,153,60,0.39215686274509803
DFW,CRP,238,84,0.35294117647058826
DFW,CSG,61,22,0.36065573770491804
DFW,CVG,205,83,0.40487804878048783
DFW,CYS,31,9,0.2903225806451613
DFW,DAY,88,32,0.36363636363636365
DFW,DCA,324,117,0.3611111111111111
DFW,DEN,547,180,0.3290676416819013
DFW,DSM,179,64,0.3575418994413408
DFW,DTW,213,84,0.39436619718309857
DFW,EGE,52,24,0.46153846153846156
DFW,ELP,238,96,0.40336134453781514
DFW,EVV,61,23,0.3770491803278688
DFW,EWR,303,126,0.4158415841584158
DFW,FAT,61,31,0.5081967213114754
DFW,FAY,61,24,0.39344262295081966
DFW,FLL,185,97,0.5243243243243243
DFW,FSD,44,20,0.45454545454545453
DFW,FSM,75,19,0.25333333333333335
DFW,FWA,62,17,0.27419354838709675
DFW,GGG,31,5,0.16129032258064516
DFW,GJT,62,19,0.3064516129032258
DFW,GPT,92,35,0.3804347826086957
DFW,GRK,176,67,0.3806818181818182
DFW,GRR,62,27,0.43548387096774194
DFW,GSO,74,30,0.40540540540540543
DFW,GSP,119,35,0.29411764705882354
DFW,GUC,32,16,0.5
DFW,HDN,18,10,0.5555555555555556
DFW,HNL,62,40,0.6451612903225806
DFW,HOU,206,65,0.3155339805825243
DFW,HSV,87,30,0.3448275862068966
DFW,IAD,233,71,0.30472103004291845
DFW,IAH,412,130,0.3155339805825243
DFW,ICT,118,42,0.3559322033898305
DFW,IND,153,51,0.3333333333333333
DFW,JAC,11,8,0.7272727272727273
DFW,JAN,239,62,0.2594142259414226
DFW,JAX,118,42,0.3559322033898305
DFW,JFK,31,21,0.6774193548387096
DFW,LAS,421,160,0.38004750593824227
DFW,LAX,545,309,0.5669724770642202
DFW,LBB,148,60,0.40540540540540543
DFW,LCH,62,21,0.3387096774193548
DFW,LEX,92,40,0.43478260869565216
DFW,LFT,92,24,0.2608695652173913
DFW,LGA,429,191,0.44522144522144524
DFW,LIT,303,79,0.2607260726072607
DFW,LRD,118,42,0.3559322033898305
DFW,MAF,92,29,0.31521739130434784
DFW,MCI,239,83,0.3472803347280335
DFW,MCO,333,137,0.4114114114114114
DFW,MEM,205,70,0.34146341463414637
DFW,MFE,117,33,0.28205128205128205
DFW,MGM,88,31,0.3522727272727273
DFW,MHK,92,36,0.391304347826087
DFW,MIA,308,200,0.6493506493506493
DFW,MKE,206,59,0.28640776699029125
DFW,MLI,57,25,0.43859649122807015
DFW,MLU,31,8,0.25806451612903225
DFW,MOB,92,35,0.3804347826086957
DFW,MSN,62,23,0.3709677419354839
DFW,MSP,256,100,0.390625
DFW,MSY,180,53,0.29444444444444445
DFW,MTJ,16,5,0.3125
DFW,OGG,31,19,0.6129032258064516
DFW,OKC,213,69,0.323943661971831
DFW,OMA,149,37,0.2483221476510067
DFW,ONT,122,60,0.4918032786885246
DFW,ORD,579,251,0.43350604490500866
DFW,ORF,61,24,0.39344262295081966
DFW,PBI,61,38,0.6229508196721312
DFW,PDX,122,68,0.5573770491803278
DFW,PHL,315,119,0.37777777777777777
DFW,PHX,461,163,0.35357917570498915
DFW,PIA,61,28,0.45901639344262296
DFW,PIT,92,40,0.43478260869565216
DFW,PNS,153,55,0.35947712418300654
DFW,PSP,92,45,0.4891304347826087
DFW,RAP,31,12,0.3870967741935484
DFW,RDU,153,64,0.41830065359477125
DFW,RIC,92,40,0.43478260869565216
DFW,RNO,61,39,0.639344262295082
DFW,ROW,87,41,0.47126436781609193
DFW,RSW,92,53,0.5760869565217391
DFW,SAF,61,23,0.3770491803278688
DFW,SAN,275,139,0.5054545454545455
DFW,SAT,451,180,0.3991130820399113
DFW,SAV,61,26,0.4262295081967213
DFW,SDF,118,46,0.3898305084745763
DFW,SEA,305,164,0.5377049180327869
DFW,SFO,329,204,0.6200607902735562
DFW,SGF,239,82,0.34309623430962344
DFW,SHV,103,34,0.3300970873786408
DFW,SJC,180,82,0.45555555555555555
DFW,SJT,15,8,0.5333333333333333
DFW,SJU,66,55,0.8333333333333334
DFW,SLC,245,132,0.5387755102040817
DFW,SMF,122,55,0.45081967213114754
DFW,SNA,323,147,0.4551083591331269
DFW,SPS,46,14,0.30434782608695654
DFW,STL,265,83,0.3132075471698113
DFW,TLH,31,17,0.5483870967741935
DFW,TPA,215,96,0.44651162790697674
DFW,TUL,244,93,0.38114754098360654
DFW,TUS,210,102,0.4857142857142857
DFW,TXK,77,26,0.33766233766233766
DFW,TYR,60,15,0.25
DFW,TYS,149,57,0.3825503355704698
DFW,VPS,153,62,0.40522875816993464
DFW,XNA,243,87,0.35802469135802467
DHN,ATL,118,28,0.23728813559322035
DLH,DTW,57,22,0.38596491228070173
DLH,MSP,105,37,0.3523809523809524
DLH,ORD,62,25,0.4032258064516129
DRO,DEN,218,74,0.3394495412844037
DRO,PHX,73,14,0.1917808219178082
DSM,ATL,89,51,0.5730337078651685
DSM,DEN,85,31,0.36470588235294116
DSM,DFW,179,50,0.27932960893854747
DSM,DTW,59,29,0.4915254237288136
DSM,IAH,58,17,0.29310344827586204
DSM,MCO,8,7,0.875
DSM,MEM,87,44,0.5057471264367817
DSM,MKE,56,21,0.375
DSM,MSP,90,52,0.5777777777777777
DSM,ORD,279,83,0.2974910394265233
DSM,PHX,60,3,0.05
DTW,ABE,85,43,0.5058823529411764
DTW,ALB,114,62,0.543859649122807
DTW,ATL,462,255,0.551948051948052
DTW,ATW,137,41,0.29927007299270075
DTW,AUS,32,12,0.375
DTW,AVL,31,1,0.03225806451612903
DTW,AVP,84,43,0.5119047619047619
DTW,AZO,119,59,0.4957983193277311
DTW,BDL,143,73,0.5104895104895105
DTW,BGM,74,25,0.33783783783783783
DTW,BGR,30,13,0.43333333333333335
DTW,BHM,72,35,0.4861111111111111
DTW,BMI,31,13,0.41935483870967744
DTW,BNA,149,81,0.5436241610738255
DTW,BOS,201,109,0.5422885572139303
DTW,BTV,61,34,0.5573770491803278
DTW,BUF,153,71,0.46405228758169936
DTW,BWI,254,131,0.515748031496063
DTW,CAE,31,14,0.45161290322580644
DTW,CAK,86,42,0.4883720930232558
DTW,CHA,31,6,0.1935483870967742
DTW,CHS,54,16,0.2962962962962963
DTW,CID,101,31,0.3069306930693069
DTW,CLE,78,35,0.44871794871794873
DTW,CLT,253,89,0.35177865612648224
DTW,CMH,106,62,0.5849056603773585
DTW,CRW,77,18,0.23376623376623376
DTW,CVG,151,66,0.4370860927152318
DTW,DAY,91,37,0.4065934065934066
DTW,DCA,165,67,0.40606060606060607
DTW,DEN,273,155,0.5677655677655677
DTW,DFW,189,72,0.38095238095238093
DTW,DLH,57,23,0.40350877192982454
DTW,DSM,72,31,0.4305555555555556
DTW,ELM,104,51,0.49038461538461536
DTW,ERI,74,38,0.5135135135135135
DTW,EVV,66,20,0.30303030303030304
DTW,EWR,297,132,0.4444444444444444
DTW,FLL,173,101,0.5838150289017341
DTW,FNT,90,50,0.5555555555555556
DTW,FSD,29,16,0.5517241379310345
DTW,FWA,128,61,0.4765625
DTW,GRB,116,65,0.5603448275862069
DTW,GRR,141,63,0.44680851063829785
DTW,GSO,87,19,0.21839080459770116
DTW,GSP,90,40,0.4444444444444444
DTW,HNL,6,6,1.0
DTW,HPN,1,1,1.0
DTW,HSV,39,8,0.20512820512820512
DTW,IAD,198,90,0.45454545454545453
DTW,IAH,147,52,0.35374149659863946
DTW,ICT,1,1,1.0
DTW,IND,222,110,0.4954954954954955
DTW,ITH,75,31,0.41333333333333333
DTW,JAN,25,18,0.72
DTW,JAX,77,44,0.5714285714285714
DTW,JFK,78,50,0.6410256410256411
DTW,LAN,125,70,0.56
DTW,LAS,174,96,0.5517241379310345
DTW,LAX,144,105,0.7291666666666666
DTW,LEX,113,42,0.37168141592920356
DTW,LGA,387,178,0.4599483204134367
DTW,LIT,38,12,0.3157894736842105
DTW,LSE,32,8,0.25
DTW,MBS,189,76,0.4021164021164021
DTW,MCI,128,74,0.578125
DTW,MCO,233,136,0.5836909871244635
DTW,MDT,89,28,0.3146067415730337
DTW,MDW,342,204,0.5964912280701754
DTW,MEM,124,70,0.5645161290322581
DTW,MHT,61,25,0.4098360655737705
DTW,MIA,151,58,0.3841059602649007
DTW,MKE,138,71,0.5144927536231884
DTW,MLI,53,25,0.4716981132075472
DTW,MQT,4,1,0.25
DTW,MSN,153,85,0.5555555555555556
DTW,MSP,269,153,0.5687732342007435
DTW,MSY,44,10,0.22727272727272727
DTW,OKC,38,32,0.8421052631578947
DTW,OMA,118,54,0.4576271186440678
DTW,ORD,447,203,0.4541387024608501
DTW,ORF,124,61,0.49193548387096775
DTW,PBI,67,36,0.5373134328358209
DTW,PHL,224,80,0.35714285714285715
DTW,PHX,256,133,0.51953125
DTW,PIA,56,27,0.48214285714285715
DTW,PIT,132,70,0.5303030303030303
DTW,PLN,32,15,0.46875
DTW,PVD,100,44,0.44
DTW,PWM,91,43,0.4725274725274725
DTW,RDU,99,50,0.5050505050505051
DTW,RIC,114,45,0.39473684210526316
DTW,ROA,59,30,0.5084745762711864
DTW,ROC,124,38,0.3064516129032258
DTW,RST,40,15,0.375
DTW,RSW,130,63,0.4846153846153846
DTW,SAN,41,26,0.6341463414634146
DTW,SAT,40,19,0.475
DTW,SAV,40,16,0.4
DTW,SBN,141,66,0.46808510638297873
DTW,SCE,87,47,0.5402298850574713
DTW,SDF,59,19,0.3220338983050847
DTW,SEA,88,56,0.6363636363636364
DTW,SFO,88,57,0.6477272727272727
DTW,SJU,5,2,0.4
DTW,SLC,122,92,0.7540983606557377
DTW,SRQ,14,8,0.5714285714285714
DTW,STL,168,84,0.5
DTW,SWF,88,41,0.4659090909090909
DTW,SYR,126,43,0.3412698412698413
DTW,TPA,176,89,0.5056818181818182
DTW,TRI,31,9,0.2903225806451613
DTW,TUL,25,22,0.88
DTW,TVC,113,57,0.504424778761062
DTW,TYS,89,40,0.449438202247191
DTW,XNA,42,9,0.21428571428571427
EAU,CWA,27,4,0.14814814814814814
EAU,ORD,62,30,0.4838709677419355
ECP,ATL,241,65,0.2697095435684647
ECP,BNA,62,21,0.3387096774193548
ECP,BWI,62,25,0.4032258064516129
ECP,HOU,62,23,0.3709677419354839
ECP,MCO,62,20,0.3225806451612903
ECP,MEM,91,23,0.25274725274725274
EGE,ATL,14,5,0.35714285714285715
EGE,DEN,96,26,0.2708333333333333
EGE,DFW,51,12,0.23529411764705882
EGE,EWR,16,9,0.5625
EGE,IAH,16,9,0.5625
EGE,JFK,15,4,0.26666666666666666
EGE,LAX,16,7,0.4375
EGE,LGA,2,0,0.0
EGE,MIA,16,4,0.25
EGE,ORD,18,7,0.3888888888888889
EKO,SLC,116,56,0.4827586206896552
ELM,DTW,104,42,0.40384615384615385
ELP,ABQ,55,38,0.6909090909090909
ELP,ATL,86,35,0.4069767441860465
ELP,AUS,94,48,0.5106382978723404
ELP,DAL,198,124,0.6262626262626263
ELP,DEN,88,28,0.3181818181818182
ELP,DFW,238,59,0.24789915966386555
